universityName,cityName,countryName
McMaster University,Hamilton,Canada
Asahikawa Medical University,Asahikawa,Japan
China Medical University Shenyang,Shenyang,China
"Islamic Azad University, Science and Research Branch",Tehran,Iran
Faculty of Medicine and Health,Sydney,Australia
Gyeonggi Provincial Medical Center,Anseong,South Korea
Universitätsklinikum des Saarlandes Medizinische Fakultät der Universität des Saarlandes,Homburg,Germany
University of Gondar,Gondar,Ethiopia
Sygehus Lillebælt - Vejle,Vejle,Denmark
University of Chinese Academy of Sciences,Beijing,China
Air Force Medical University,Xi'an,China
Zhejiang University School of Medicine,Hangzhou,China
Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
University of Rwanda,Butare,Rwanda
Peking Union Medical College Hospital,Beijing,China
Jiangsu Province Hospital,Nanjing,China
Shahid Beheshti University of Medical Sciences,Tehran,Iran
"Gastroenterology and Hepatology Research Center, Kerman University of Medical Sciences",Kerman,Iran
College of Applied Health Science Technology,6th October,Egypt
Universiteit Gent,Ghent,Belgium
Ministry of Health,Jerusalem,Israel
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
National Research Centre,Giza,Egypt
College of Physicians of the Province of Vicenza,Vicenza,Italy
Peking University Sixth Hospital,Beijing,China
Health Promotion Research Center (ZAUMS),Zahedan,Iran
The University of Western Australia,Perth,Australia
University of Alberta,Edmonton,Canada
University of Peradeniya,Peradeniya,Sri Lanka
University of Central Florida,Orlando,United States
"Faculty of Biology, Medicine and Health",Manchester,United Kingdom
Jigme Dorji Wangchuck National Referral Hospital,Thimphu,Bhutan
Nantong University,Nantong,China
Shaanxi University of Chinese Medicine,Xianyang,China
Shenzhen Children's Hospital,Shenzhen,China
Hepatitis B Foundation,Doylestown,United States
,,
Jimma University,Jimma,Ethiopia
University of Electronic Science and Technology of China,Chengdu,China
Hospital Trencin,Trencin,Slovakia
Zhejiang University of Technology,Hangzhou,China
Soroka University Medical Center,Beer-Sheva,Israel
Jinzhou Medical University,Jinzhou,China
McGill Faculty of Medicine and Health Sciences,Montreal,Canada
Oncopole Claudius Regaud,Toulouse,France
University of Huddersfield,Huddersfield,United Kingdom
Klinikum der Universität München,Munich,Germany
"National Cancer Center, Gyeonggi",Goyang,South Korea
Karolinska Institutet,Stockholm,Sweden
Department of Food and Animal Biotechnology,Seoul,South Korea
Faculty of Medicine - Ain Shams University,Cairo,Egypt
Aleppo Faculty of Medicine,Aleppo,Syrian Arab Republic
Cancer Research UK,London,United Kingdom
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Semmelweis Egyetem,Budapest,Hungary
Kütahya Sağlık Bilimleri Üniversitesi,Kutahya,Turkey
University of Hawaiʻi at Mānoa,Honolulu,United States
Sun Yat-Sen University Cancer Center,Guangzhou,China
Hangzhou Medical College,Hangzhou,China
Children's Health Andrews Institute for Orthopaedics and Sports Medicine,Plano,United States
China University of Mining and Technology,Xuzhou,China
Huainan Normal University,Huainan,China
"Shanghai Ninth People's Hospital, Shanghai JiaoTong University School of Medicine",Shanghai,China
Yirgalem Hospital Medical College,Yirgalem,Ethiopia
HEAL Africa Hospital,Goma,Democratic Republic Congo
Zhejiang University School of Medicine,Hangzhou,China
Faculty of Veterinary Medicine,Zagazig,Egypt
"University College Hospital, Ibadan",Ibadan,Nigeria
University of N’Djamena,n'Djamena,Chad
Fujian Medical University,Fuzhou,China
The University of Queensland,Brisbane,Australia
Texila American University,Lusaka,Zambia
Fudan University,Shanghai,China
McGill Faculty of Medicine and Health Sciences,Montreal,Canada
Tribhuvan University,Kathmandu,Nepal
Catholic Research Institute of Medical Science,Seoul,South Korea
Göteborgs Universitet,Gothenburg,Sweden
South China University of Technology,Guangzhou,China
First Affiliated Hospital of Harbin Medical University,Harbin,China
National Agency for the Control of AIDS,Abuja,Nigeria
Kagawa University Hospital,Miki-cho,Japan
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Xinjiang Medical University,Urumqi,China
Faculty of Medicine,Mansoura,Egypt
Mazandaran University of Medical Sciences,Sari,Iran
Universiti Sultan Zainal Abidin,Kuala Terengganu,Malaysia
Universität Basel,Basel,Switzerland
Shanghai Sixth People's Hospital,Shanghai,China
"The Seventh Affiliated Hospital, Sun Yat-sen University",Shenzhen,China
Southern Medical University,Guangzhou,China
Central South University,Changsha,China
Global Nutrition Healthcare Council (GNHC) Mission-COVID,Yorba Linda,United States
University of Miyazaki,Miyazaki,Japan
West China Second University Hospital,Chengdu,China
Ningbo University,Ningbo,China
AUH-Gurugram,Gurugram,India
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
The First Bethune Hospital of Jilin University,Changchun,China
Prince Sultan Military College of Health Sciences - Dhahran,Dhahran,Saudi Arabia
Columbia University Irving Medical Center,New York,United States
Fudan University,Shanghai,China
Hi-Tech Medical College and Hospital,Bhubaneswar,India
Huzhou Maternity and Child Health Care Hospital,Huzhou,China
University of Montreal,Montreal,Canada
University of Agricultural Sciences and Veterinary Medicine of Cluj-Napoca,Cluj-Napoca-Napoca,Romania
The People’s Hospital of Yining,Xinjiang,China
University of Cambridge,Cambridge,United Kingdom
Ningxia Medical University,Yinchuan,China
Shanghai Jiao Tong University,Shanghai,China
Southwest University of Science and Technology,Mianyang,China
"Postgraduate Institute of Medical Education &amp; Research, Chandigarh",Chandigarh,India
Cliniques Universitaires Saint-Luc,Brussels,Belgium
Shaoxing People's Hospital,Shaoxing,China
Alma Mater Studiorum Università di Bologna,Bologna,Italy
Chinese Center for Disease Control and Prevention,Beijing,China
Affiliated Hospital of Southwest Medical University,Luzhou,China
University of Zambia School of Medicine,Lusaka,Zambia
Sina Trauma and Surgery Research Center,Tehran,Iran
Centre Hospitalier de L'Universite de Montreal,Montreal,Canada
McMaster University,Hamilton,Canada
Jiangxi Medical College,Nanchang,China
Faculty of Veterinary Medicine,Mansoura,Egypt
Fudan University,Shanghai,China
Center for Industrialization of Agricultural and Livestock Microorganisms,Jeongeup,South Korea
ICAR - National Dairy Research Institute,Karnal,India
Stanford University School of Medicine,Stanford,United States
China Pharmaceutical University,Nanjing,China
Gerash University of Medical Sciences,Gerash,Iran
Medical Teams International (MTI),Shire,Ethiopia
The University of Queensland,Brisbane,Australia
Universität Heidelberg,Heidelberg,Germany
Duke-NUS Medical School,Singapore City,Singapore
Anqing 116th Hospital,Anqing,China
İstanbul Arel Üniversitesi,Istanbul,Turkey
Nederlandse Organisatie voor toegepast natuurwetenschappelijk onderzoek- TNO,The Hague,Netherlands
City of Hope,Monrovia,United States
Zhejiang University School of Medicine,Hangzhou,China
The University of North Carolina at Chapel Hill,Chapel Hill,United States
Western Sydney University,Penrith,Australia
University of Montreal,Montreal,Canada
Università degli Studi della Campania Luigi Vanvitelli,Naples,Italy
Shanxi Medical University,Taiyuan,China
South London and Maudsley NHS Foundation Trust,London,United Kingdom
108 Military Central Hospital,Hanoi,Viet Nam
Dankook University,Seoul,South Korea
Tribhuvan University,Kathmandu,Nepal
Malaria Consortium,London,United Kingdom
Neurocentre Magendie,Bordeaux,France
General Hospital of People's Liberation Army,Beijing,China
The Second Hospital of Tianjin Medical University,Tianjin,China
Jiangsu Province Hospital,Nanjing,China
Chongqing Medical University,Chongqing,China
Stanford University,Stanford,United States
Graduate School of Medical and Dental Sciences,Tokyo,Japan
Jazan University,Jazan,Saudi Arabia
Saveetha School of Engineering,Chennai,India
Centrum für Integrierte Onkologie,Aachen,Germany
KAL-Med Consulting,Livingston,United Kingdom
"Beijing YouAn Hospital, Capital Medical University",Beijing,China
Erasmus MC,Rotterdam,Netherlands
Wolaita Sodo University,Sodo,Ethiopia
Shandong University of Science and Technology,Qingdao,China
University College London,London,United Kingdom
Quillen College of Medicine,Johnson City,United States
Sun Yat-Sen University,Guangzhou,China
Zabol University of Medical Sciences,Zabol,Iran
Qingdao University,Qingdao,China
Central Hospital of Shaoyang,Shaoyang,China
Suining Central Hospital,Suining,China
Ahvaz Jundishapur University of Medical Sciences,Ahvaz,Iran
"Islamic Azad University, Science and Research Branch",Tehran,Iran
"National Reseach Council of Italy (CNR), Institute of Applied Sciences and Intelligent Systems “Eduardo Caianiello”",Pozzuoli,Italy
Colorado State University,Fort Collins,United States
National Research Centre,Giza,Egypt
Faculty of Specific Education,Alexandria,Egypt
Zigong First People's Hospital,Zigong,China
Tokushima University,Tokushima,Japan
Hospital Universitario 12 de Octubre,Madrid,Spain
Università degli Studi del Piemonte Orientale “Amedeo Avogadro”,Vercelli,Italy
Government College University Lahore,Lahore,Pakistan
Klinikum der Universität Regensburg und Medizinische Fakultät,Regensburg,Germany
AfeBabalola University,Ado-Ekiti,Nigeria
Tarbiat Modares University,Tehran,Iran
Southern Medical University,Guangzhou,China
Jiangsu Province Hospital,Nanjing,China
Cedars-Sinai Medical Center,Los Angeles,United States
Uniklinik Köln,Koln,Germany
Cairo University,Giza,Egypt
King Khalid University,Abha,Saudi Arabia
Faculty of Nursing and Midwifery,Tabriz,Iran
Wroclaw Medical University,Wroclaw,Poland
Fujian Medical University,Fuzhou,China
Georgia Institute of Technology,Atlanta,United States
Northwest Institute of Plateau Biology,Xining,China
Advanced Diagnostic and Interventional Radiology Research Center,Tehran,Iran
Harbin Medical University,Harbin,China
Mashhad University of Medical Sciences,Mashhad,Iran
Urmia University,Urmia,Iran
Shahid Sadoughi University of Medical Sciences,Yazd,Iran
Wuhan No.1 Hospital,Wuhan,China
Fujian Medical University,Fuzhou,China
"Mashhad University of Medical Sciences, School of Medicine",Mashhad,Iran
IRCCS Ospedale Pediatrico Bambino Gesù,Rome,Italy
Cancer Research Institute,Tehran,Iran
Medizinische Fakultät Carl Gustav Carus,Dresden,Germany
Nantong University,Nantong,China
Shandong Normal University,Jinan,China
Zhejiang Chinese Medical University,Hangzhou,China
Changchun University of Chinese Medicine,Changchun,China
UW Medical Center – Montlake,Seattle,United States
Islamic University of Gaza,Gaza,Palestine
First Affiliated Hospital of Zhengzhou University,Zhengzhou,China
University of KwaZulu-Natal,Durban,South Africa
Van Yüzüncü Yıl Üniversitesi,Van,Turkey
Cairo University,Giza,Egypt
"University of California, San Francisco",San Francisco,United States
Seoul National University,Seoul,South Korea
Faculty of Life Sciences &amp; Medicine,London,United Kingdom
Bar-Ilan University,Ramat Gan,Israel
"Islamic Azad University, Central Tehran Branch",Tehran,Iran
Medizinische Universitat Innsbruck,Innsbruck,Austria
National Academy of Medical Sciences,Kathmandu,Nepal
Università di Pisa,Pisa,Italy
Shiraz University,Shiraz,Iran
"Plastic Surgery Institute &amp; Hospital, Chinese Academy of Medical Sciences &amp; Peking Union Medical College",Beijing,China
Rijksuniversiteit Groningen,Groningen,Netherlands
French Medical Institute for Mothers and Children (FMIC),Kabul,Afghanistan
South China Agricultural University,Guangzhou,China
Juntendo University School of Medicine,Tokyo,Japan
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Walailak University,Tha Sala,Thailand
"Islamic Azad University, Rasht Branch",Rasht,Iran
Medizinische Fakultät Carl Gustav Carus,Dresden,Germany
Byrd Alzheimer’s Center and Research Institute,Tampa,United States
University of Delhi,New Delhi,India
"Medtronic, Inc.",Minneapolis,United States
Deraya University,New Minia,Egypt
Kaohsiung Medical University Chung-Ho Memorial Hospital,Kaohsiung,Taiwan
Shahid Beheshti School of Nursing and Midwifery (GUMS),Rasht,Iran
Jichi Medical University,Kawachi District,Japan
University of Alberta,Edmonton,Canada
Southern Medical University,Guangzhou,China
UC San Diego Health,San Diego,United States
Faculty of Medicine,Hamadan,Iran
Nantong University,Nantong,China
"Islamic Azad University, Tabriz Branch",Tabriz,Iran
State Key Laboratory of Oral Disease,Chengdu,China
Charité – Universitätsmedizin Berlin,Berlin,Germany
Saveetha Dental College And Hospitals,Chennai,India
"Institut ""Jožef Stefan""",Ljubljana,Slovenia
Semmelweis Egyetem,Budapest,Hungary
Universidade Federal de Minas Gerais,Belo Horizonte,Brazil
Davidson College,Davidson,United States
Nuffield Department of Medicine,Oxford,United Kingdom
Université Bourgogne Franche-Comté,Besancon,France
Shandong University of Traditional Chinese Medicine,Jinan,China
Chongqing Medical University,Chongqing,China
Universität Zürich,Zurich,Switzerland
Poznan University of Medical Sciences,Poznan,Poland
RMIT University,Melbourne,Australia
South Western Sydney Local Health District,Liverpool,Australia
Zhejiang University of Technology,Hangzhou,China
Catholic University of Daegu,Gyeongsan,South Korea
Florida International University,Miami,United States
Kirk Kerkorian School of Medicine at UNLV,Las Vegas,United States
National Taiwan University Hospital,Taipei,Taiwan
Amhara Regional Health Bureau,Bahir Dar,Ethiopia
Cumming School of Medicine,Calgary,Canada
Newcastle University,Newcastle,United Kingdom
Imam Abdulrahman Bin Faisal University,Dammam,Saudi Arabia
Golestan University of Medical Sciences,Gorgan,Iran
The Second Affiliated Hospital Zhejiang University School of Medicine,Hangzhou,China
Faculty of Nursing,Alexandria,Egypt
Nigerian Institute of Medical Research,Yaba,Nigeria
The Bobst Hospital of the Animal Medical Center,New York,United States
Chengdu University,Chengdu,China
Faculty of Medicine,Hamadan,Iran
Charité – Universitätsmedizin Berlin,Berlin,Germany
Architecture et Réactivité de L'ARN,Strasbourg,France
School of Nursing &amp; Midwifery,Urmia,Iran
Horticulture Research Institute (HRI),Giza,Egypt
General Hospital of People's Liberation Army,Beijing,China
CMC Ambroise Paré,Neuilly-sur-Seine,France
China Medical University Shenyang,Shenyang,China
Isfahan University of Medical Sciences,Isfahan,Iran
Arak University of Medical Sciences,Arak,Iran
Rafsanjan University of Medical Sciences,Rafsanjan,Iran
Liaocheng People's Hospital,Liaocheng,China
McMaster University,Hamilton,Canada
Shanxi Medical University,Taiyuan,China
Università degli Studi di Trieste,Trieste,Italy
Xi'an Children's Hospital,Xi'an,China
Peking University Third Hospital,Beijing,China
Sjællands Universitetshospital,Roskilde,Denmark
Ahvaz Jundishapur University of Medical Sciences,Ahvaz,Iran
"Centro de Investigação em Desporto, Saúde e Desenvolvimento Humano",Vila Real,Portugal
The Second Hospital of Jilin University,Changchun,China
Universitas Sriwijaya,Indralaya,Indonesia
Queen Arwa University,Sana'a,Yemen
City of Hope National Med Center,Duarte,United States
Prince Sattam Bin Abdulaziz University,Al Kharj,Saudi Arabia
The Hospital for Sick Children,Toronto,Canada
Makerere University,Kampala,Uganda
Chongqing Cancer Hospital,Chongqing,China
Putian University,Putian,China
"School of Medicine, Isfahan UMS",Isfahan,Iran
New Mexico State University,Las Cruces,United States
Universidade Estadual de Campinas,Campinas,Brazil
Houston Methodist Hospital,Houston,United States
Giresun Üniversitesi,Giresun,Turkey
Kharazmi University,Tehran,Iran
Beijing Jishuitan Hospital,Beijing,China
The Islamia University of Bahawalpur,Bahawalpur,Pakistan
Université Joseph Ki-Zerbo,Ouagadougou,Burkina Faso
University of Oxford,Oxford,United Kingdom
MIT School of Engineering,Cambridge,United States
School of Rehabilitation,Tehran,Iran
Croatian National Institute of Public Health,Zagreb,Croatia
Johns Hopkins Bloomberg School of Public Health,Baltimore,United States
Faculty of Medicine,Jerusalem,Israel
Universitetet i Agder,Kristiansand,Norway
University of Electronic Science and Technology of China,Chengdu,China
Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,Milan,Italy
Faculty of Medicine,Hamadan,Iran
Università degli Studi di Siena,Siena,Italy
Ministry of Health and Family Welfare,New Delhi,India
University of Nigeria,Naukka,Nigeria
MetFlux Research Pvt Ltd,Mumbai,India
University of the Ryukyus,Nishihara,Japan
Faculty of dentistry,Tabriz,Iran
Université Mohammed Premier Oujda,Oujda,Morocco
Siksha O Anusandhan (Deemed to be University),Bhubaneswar,India
"A-Star, Genome Institute of Singapore",Singapore City,Singapore
Babol University of Medical Sciences,Babol,Iran
Purdue University,West Lafayette,United States
Nagoya University Graduate School of Medicine,Nagoya,Japan
Colorado School of Mines,Golden,United States
Universität Basel,Basel,Switzerland
Galgotias University,Greater Noida,India
Chang Gung University Of Science and Technology,Taoyuan,Taiwan
Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Hempstead,United States
Bahir Dar University,Bahir Dar,Ethiopia
Chang Gung Memorial Hospital,Taipei,Taiwan
Erasmus MC,Rotterdam,Netherlands
National Institute of Technology Patna,Patna,India
Guangzhou University of Chinese Medicine,Guangzhou,China
Istanbul Medeniyet University,Istanbul,Turkey
Norman Bethune College,Toronto,Canada
Universidade Federal de Minas Gerais,Belo Horizonte,Brazil
Graduate School of Medicine,Suita,Japan
Menzies School of Health Research,Darwin,Australia
Centre Hospitalier Universitaire Ibn Rochd,Casablanca,Morocco
University of Birmingham,Birmingham,United Kingdom
Bio Island Laboratory,Guangzhou,China
General Hospital of People's Liberation Army,Beijing,China
Independent researcher,Manama,Bahrain
"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,India
University of Central Florida,Orlando,United States
RoMed Hospital Rosenheim,Rosenheim,Germany
The First Affiliated Hospital of Chongqing Medical University,Chongqing,China
Guangxi Normal University,Guilin,China
Naval Medical University,Shanghai,China
National Research Centre,Giza,Egypt
Universiteit Antwerpen,Antwerpen,Belgium
Imperial College Faculty of Medicine,London,United Kingdom
Chang Gung University College of Medicine,Taoyuan,Taiwan
Faculté de Médecine de Tunis,Tunis,Tunisia
School of Pharmacy,Mashhad,Iran
Universidade Federal de São Carlos,Sao Carlos,Brazil
Université Cheikh Anta Diop de Dakar,Dakar,Senegal
Universitetet i Bergen,Bergen,Norway
SUNY Downstate Health Sciences University,New York,United States
The First Hospital of Xian Jiaotong University,Xi'an,China
Rigshospitalet,Copenhagen,Denmark
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Wuhan University,Wuhan,China
The University of Alabama at Birmingham,Birmingham,United States
University of Bisha,Bisha,Saudi Arabia
German Cancer Research Center,Heidelberg,Germany
China Medical University Shenyang,Shenyang,China
Gebze Teknik Üniversitesi,Gebze,Turkey
Guangdong Engineering Technology Research Center of Reproductive Immunology for Peri-Implantation,Shenzhen,China
First Affiliated Hospital of Zhengzhou University,Zhengzhou,China
Huzhou University,Huzhou,China
Medizinische Universitat Innsbruck,Innsbruck,Austria
University of Liverpool,Liverpool,United Kingdom
Manchester Cancer Research Centre,Manchester,United Kingdom
Dalian Medical University,Dalian,China
Institute of Chinese Medical Sciences,Taipa,Macao
University of Georgia,Athens,United States
Faculty of Nursing,Mansoura,Egypt
Zhejiang Chinese Medical University,Hangzhou,China
Southern Federal University,Rostov-on-Don,Russian Federation
University of Missouri School of Medicine,Columbia,United States
Hannover Medical School,Hannover,Germany
University of Nouakchott (Université de Nouakchott),Nouakchott,Mauritania
Faculty of Nursing,Zagazig,Egypt
The Second Hospital of Jilin University,Changchun,China
Tongji University School of Medicine,Shanghai,China
Vanderbilt University School of Medicine,Nashville,United States
Sahand University of Technology,Tabriz,Iran
Semmelweis Egyetem,Budapest,Hungary
art photonics GmbH,Berlin,Germany
Anhui Medical University,Hefei,China
Busitema University,Tororo,Uganda
Faculty of Medicine,Mansoura,Egypt
Aichi Medical University,Nagakute,Japan
Faculty of Nursing,Mansoura,Egypt
Debretabor University,Debretabor,Ethiopia
Peking University People's Hospital,Beijing,China
Soonchunhyang University,Asan,South Korea
University of Fujairah,Fujairah,United Arab Emirates
Yonsei University College of Medicine,Seoul,South Korea
Tehran University of Medical Sciences,Tehran,Iran
Huazhong Agricultural University,Wuhan,China
Tehran University of Medical Sciences,Tehran,Iran
Universität Zürich,Zurich,Switzerland
Research Center for Traditional Medicine and History of Medicine (SUMS),Shiraz,Iran
Faculty of Science,Asyut,Egypt
UK HealthCare,Lexington,United States
Universitas Airlangga,Surabaya,Indonesia
Tehran University of Medical Sciences,Tehran,Iran
Research Center for Traditional Medicine and History of Medicine (SUMS),Shiraz,Iran
Shahid Beheshti University of Medical Sciences,Tehran,Iran
School of Nursing Midwifery,Tehran,Iran
Queen's University Belfast,Belfast,United Kingdom
University of Ibadan,Ibadan,Nigeria
American University of Beirut,Beirut,Lebanon
Stanford University School of Medicine,Stanford,United States
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
China Medical University Shenyang,Shenyang,China
University of Waterloo,Waterloo,Canada
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
PSG College of Arts &amp; Science,Coimbatore,India
Canadian College of Naturopathic Medicine,Toronto,Canada
School of Persian Medicine (IUMS),Tehran,Iran
"Faculty of Persian Medicine, Kerman University of Medical Sciences",Kerman,Iran
University of Science and Technology of China,Hefei,China
Adama Hospital Medical College,Adama,Ethiopia
Ambo University,Ambo,Ethiopia
CCRM Genetics,Lone Tree,United States
Faculty of Science,Cairo,Egypt
Ifakara Health Institute,Ifakara,Tanzania
Harbin Medical University,Harbin,China
Instituto Nacional de Rehabilitación,Mexico,Mexico
IRCCS Istituto Ortopedico Galeazzi,Milan,Italy
Shanxi Medical University,Taiyuan,China
"University of Saskatchewan, College of Medicine",Saskatoon,Canada
University of Pennsylvania Perelman School of Medicine,Philadelphia,United States
Universitatea Babeș-Bolyai,Cluj Napoca,Romania
"Institutionen för Kliniska Vetenskaper, Malmö",Malmo,Sweden
The University of Manchester,Manchester,United Kingdom
The University of Dodoma,Dodoma,Tanzania
Shandong University,Jinan,China
Peking Union Medical College Hospital,Beijing,China
Shaoxing Central Hospital,Shaoxing,China
“S. Timoteo” Hospital,Termoli,Italy
Indian Institute of Technology Madras,Chennai,India
"School of Medicine, Mae Fah Luang University",Chiang Rai,Thailand
Western Norway University of Applied Sciences,Bergen,Norway
Faculty of Medicine and Health,Orebro,Sweden
The Second Affiliated Hospital Zhejiang University School of Medicine,Hangzhou,China
The First People's Hospital of Lanzhou City,Lanzhou,China
Taixing Second People’s Hospital,Taizhou,China
Ziauddin Medical University,Karachi,Pakistan
NorthShore University HealthSystem,Evanston,United States
Shandong First Medical University &amp; Shandong Academy of Medical Sciences,Jinan,China
Bandırma Onyedi Eylül University,Bandirma,Turkey
Faculty of Dentistry,6th October,Egypt
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
Akershus University Hospital,Lorenskog,Norway
Interfaith Medical Center,New York,United States
Wolaita Sodo University,Sodo,Ethiopia
National Yang-Ming University Taiwan,Taipei,Taiwan
UC Davis School of Medicine,Sacramento,United States
Tianjin Medical University,Tianjin,China
,,
Lanzhou University,Lanzhou,China
National Institute for Health and Care Research,Royston,United Kingdom
The International Committee of the Red Cross,Tehran,Iran
Università degli Studi di Padova,Padua,Italy
Third Affiliated Hospital of Soochow University,Changzhou,China
Centre Pasteur du Cameroun,Yaounde,Cameroon
"School of Medicine, Kermanshah University of Medical Sciences",Kermanshah,Iran
Harvard Medical School,Boston,United States
Kanti Children's Hospital,Kathmandu,Nepal
Turku Brain and Mind Centeriin,Turku,Finland
Loghman Hakim Educational Hospital,Tehran,Iran
Shengli Petroleum Administration Shengli Hospital,Dongying,China
Max Planck Institute for Human Cognitive and Brain Sciences,Leipzig,Germany
Guiyang Medical College,Guiyang,China
Kermanshah University of Medical Sciences,Kermanshah,Iran
Wolkite University,Wolkite,Ethiopia
Anhui Medical University,Hefei,China
Prince Sultan Military Medical City,Riyadh,Saudi Arabia
Vrije Universiteit Amsterdam,Amsterdam,Netherlands
Graphic Era Deemed to be University,Dehradun,India
Mälardalen University,Vasteras,Sweden
Dire Dawa University,Dire Dawa,Ethiopia
Hormozgan University of Medical Sciences,Bandar Abbas,Iran
"Islamic Azad University, Tehran Medical Branch",Tehran,Iran
Central South University,Changsha,China
Universidade Federal de Uberlândia,Uberlandia,Brazil
UCI School of Medicine,Irvine,United States
Derriford Hospital,Plymouth,United Kingdom
Anhui Medical University,Hefei,China
Hamadan University of Medical Sciences,Hamadan,Iran
Ankara Üniversitesi,Ankara,Turkey
Wuhan University,Wuhan,China
Obafemi Awolowo University,Ife,Nigeria
"The Third Affiliated Hospital, Sun Yat-sen University",Guangzhou,China
Kongu Engineering College,Erode,India
"Faculty of Medicine, Kerman University of Medical Sciences",Kerman,Iran
Asan Medical Center,Seoul,South Korea
Alex Ekwueme Federal University Teaching Hospital Abakaliki,Abakaliki,Nigeria
Universidade Federal do Parana,Curitiba,Brazil
Faculty of Pharmacy,Cairo,Egypt
Faculty of Medicine,Alexandria,Egypt
The Nelson R. Mandela Medical School,Durban,South Africa
The University of Chicago,Chicago,United States
Shanghai University of Sport,Shanghai,China
Madras Medical College,Chennai,India
Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
Showa University Fujigaoka Hospital,Yokohama,Japan
University of Galway,Galway,Ireland
Nordic Science,Hannover,Germany
Assiut University,Asyut,Egypt
Wannan Medical College,Wuhu,China
Sorbonne Université,Paris,France
"Institut de hautes études internationales et du développement,Geneve",Geneva,Switzerland
West China Second University Hospital,Chengdu,China
Hebei University of Technology,Tianjin,China
The First Affiliated Hospital of Soochow University,Suzhou,China
"Ningbo Institute of Industrial Technology, Chinese Academy of Sciences",Ningbo,China
Yonsei University College of Medicine,Seoul,South Korea
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
China Academy of Chinese Medical Sciences,Beijing,China
Anhui Medical University,Hefei,China
Queen's University Belfast,Belfast,United Kingdom
Kampala International University,Kampala,Uganda
SRM Institute of Science and Technology,Kattankulathur,India
University of Tehran,Tehran,Iran
Universiteit van Amsterdam,Amsterdam,Netherlands
Faculty of Medicine,Asyut,Egypt
The Aga Khan University,Karachi,Pakistan
Shanxi Provincial Cancer Hospital,Taiyuan,China
Eli Lilly and Company,Indianapolis,United States
University of Liverpool,Liverpool,United Kingdom
Badan Riset dan Inovasi Nasional,Central Jakarta,Indonesia
Qilu Hospital of Shandong University,Jinan,China
Ariel University,Ariel,Israel
Universitas Riau,Pekanbaru,Indonesia
Sichuan University,Chengdu,China
King's College London,London,United Kingdom
University of Florida College of Medicine,Gainesville,United States
Jining Medical University,Jinan,China
The University of Tokyo,Tokyo,Japan
Wenzhou Medical University,Wenzhou,China
Chung Shan Medical University Hospital,Taichung,Taiwan
Kunming Medical University,Kunming,China
Peking Union Medical College Hospital,Beijing,China
University of Brighton,Brighton,United Kingdom
University of Waterloo,Waterloo,Canada
Instituto Ramón y Cajal de Investigación Sanitaria,Madrid,Spain
Oslo Universitetssykehus,Oslo,Norway
Beijing Institute For Brain Disorders,Beijing,China
Gentofte Hospital,Hellerup,Denmark
Universitätsmedizin Mainz,Mainz,Germany
Zentrum für Entwicklungsforschung,Bonn,Germany
Qazvin University of Medical Sciences,Qazvin,Iran
Karolinska Universitetssjukhuset,Stockholm,Sweden
Nanjing Medical University,Nanjing,China
Jiangxi Medical College,Nanchang,China
School of Nursing Midwifery,Tehran,Iran
Faculty of Science,Cairo,Egypt
Ras Al Khaima Medical and Health Sciences University (RAK),Ras al Khaimah,United Arab Emirates
Fujian Medical University,Fuzhou,China
Mansoura University,Mansoura,Egypt
Southern Medical University,Guangzhou,China
Læknadeild Háskóla Íslands,Reykjavik,Iceland
National Center for Toxicological Research,Jeffersonville,United States
Harvard T.H. Chan School of Public Health,Boston,United States
Johns Hopkins University School of Medicine,Baltimore,United States
Luzhou Medical College,Luzhou,China
Hadassah University Medical Centre,Jerusalem,Israel
Institute for Studies of the Medical Profession,Oslo,Norway
Chongqing University,Chongqing,China
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
KEM Hospital,Pune,India
Graduate School of Medicine,Kyoto,Japan
Cyprus Institute of Neurology and Genetics,Nicosia,Cyprus
Central South University,Changsha,China
"Faculdade de Motricidade Humana, Universidade de Lisboa",Cruz Quebrada - Dafundo,Portugal
"Universitas Indonesia, RSUPN Dr. Cipto Mangunkusumo",Central Jakarta,Indonesia
School of Dental Medicine University of Zagreb,Zagreb,Croatia
Faculty of Medicine,Hamadan,Iran
Kalasalingam Academy of Research and Education,Krishnankoil,India
Kermanshah University of Medical Sciences,Kermanshah,Iran
University of Windsor,Windsor,Canada
ANU College of Health &amp; Medicine,Canberra,Australia
